,0,1,2,3
cg19283506,0.4218458471760797,0.34218000000000004,0.403825,0.5032571428571428
cg05181702,0.340365780730897,0.6457200000000001,0.26168749999999996,0.3911833333333333
cg07333231,0.673613953488372,0.5172399999999999,0.6299125,0.6628333333333333
cg22773661,0.36386744186046516,0.3517,0.388875,0.460847619047619
cg10909185,0.4603312292358804,0.52984,0.49917500000000004,0.5284642857142857
cg22308501,0.2875940199335548,0.18919999999999998,0.24858125,0.34296428571428567
cg07994622,0.3705023255813954,0.30452,0.4963625,0.46594047619047624
cg26559315,0.3358485049833887,0.45827999999999997,0.41559375000000004,0.43572142857142865
cg02966153,0.3891036544850498,0.40428,0.35645625,0.39435238095238095
cg07087293,0.5085345514950166,0.5063,0.5056499999999999,0.5281690476190477
cg24816460,0.2919285714285714,0.27294,0.16844375,0.3418
cg08682544,0.4229312292358804,0.45454,0.44009375,0.4281928571428571
cg20366601,0.2979235880398671,0.36888,0.29021874999999997,0.3455095238095239
cg03414318,0.5318186046511628,0.49114,0.59751875,0.5488380952380952
cg08253651,0.5293312292358804,0.58936,0.54069375,0.49688095238095237
cg09307104,0.37948239202657813,0.31794,0.28946875000000005,0.5032333333333333
cg19712965,0.388734219269103,0.40152,0.3947125,0.4307047619047618
cg22992730,0.5076325581395349,0.41694000000000003,0.49365625,0.5357809523809525
cg09016243,0.5572335548172758,0.35154,0.60600625,0.6555095238095237
cg25830696,0.36847840531561465,0.26762,0.37150000000000005,0.40473333333333333
cg07219667,0.31815348837209306,0.28794,0.307525,0.3449833333333333
cg05920961,0.43599900332225916,0.46316000000000007,0.42675625000000006,0.4599452380952381
cg04010684,0.40364817275747505,0.42478,0.3911375,0.49536190476190484
cg17325959,0.31107209302325584,0.26578,0.35293125000000003,0.37001666666666666
cg09088988,0.3077880398671096,0.17565999999999998,0.4131875,0.38675714285714297
cg19166660,0.33318770764119604,0.29112,0.41231249999999997,0.39530000000000004
cg18420512,0.3159840531561462,0.1644,0.35540625,0.3807309523809524
cg25485875,0.3736588039867109,0.37864000000000003,0.38242499999999996,0.42001666666666665
cg26036626,0.3747408637873754,0.29764,0.44726875,0.3627142857142857
cg01118451,0.27553289036544854,0.33686,0.28390625,0.3811285714285714
cg03847932,0.5268847176079735,0.68462,0.551175,0.4531880952380952
cg00240734,0.37193455149501664,0.29756,0.3932,0.4003738095238095
cg15658945,0.38615481727574746,0.32863999999999993,0.41735625,0.4289690476190475
cg03923561,0.3244993355481728,0.42522000000000004,0.45688125,0.2656119047619047
cg16814680,0.4592654485049834,0.17436000000000001,0.40886875,0.5301071428571429
cg07875430,0.373887707641196,0.42817999999999995,0.3708,0.4273285714285714
cg18983604,0.5304212624584718,0.5525,0.526,0.5722380952380952
cg27236875,0.3822279069767442,0.32452000000000003,0.47643125,0.42055714285714285
cg23429746,0.4275521594684385,0.30054000000000003,0.3887375,0.5629142857142857
cg10028227,0.28213388704318937,0.28388,0.25210625,0.3625809523809524
